MW,LogP,TPSA,HBD,HBA,RotBonds,AroRings,HeavyAtoms,Heteroatoms
495.5720000000004,2.7840000000000007,94.53,1,8,6,1,36,8
399.48700000000025,1.7403,74.69,2,6,5,1,29,6
1352.6620000000007,-5.706100000000005,564.7499999999999,18,18,27,2,94,35
1380.7160000000008,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
1380.7160000000008,-4.9275000000000055,564.7499999999999,18,18,27,2,96,35
1352.6620000000007,-5.706100000000005,564.7499999999999,18,18,27,2,94,35
356.51000000000005,4.062700000000003,43.78,1,3,2,1,26,4
354.53800000000024,4.665520000000004,23.550000000000004,0,2,2,1,26,3
354.5380000000001,4.665520000000003,23.550000000000004,0,2,2,1,26,3
410.64600000000013,6.260700000000007,23.550000000000004,0,2,5,1,30,3
971.1319999999998,-1.2629999999999864,325.2999999999999,12,14,12,4,68,22
971.1319999999998,-1.2629999999999864,325.2999999999999,12,14,12,4,68,22
490.69200000000023,3.273200000000001,84.99000000000001,4,6,14,3,36,6
490.69200000000023,3.273200000000001,84.99000000000001,4,6,14,3,36,6
518.7460000000002,3.8761000000000028,62.21,3,6,15,3,38,6
518.7460000000002,3.8761000000000028,62.21,3,6,15,3,38,6
518.7460000000002,3.8761000000000028,62.21,3,6,15,3,38,6
518.7460000000002,3.8761000000000028,62.21,3,6,15,3,38,6
518.7460000000002,3.8761000000000028,62.21,3,6,15,3,38,6
329.444,1.3879000000000006,90.54,5,5,9,2,24,5
343.47100000000006,1.7301000000000009,81.75,4,5,9,2,25,5
433.5960000000001,3.5612000000000013,67.76,4,5,12,3,32,5
447.6230000000002,3.903400000000002,58.97,3,5,12,3,33,5
419.5690000000002,3.3005000000000013,81.75,4,5,11,3,31,5
433.5960000000002,3.561200000000002,67.76,4,5,12,3,32,5
447.6230000000002,3.903400000000003,58.970000000000006,3,5,12,3,33,5
419.56900000000013,3.3005000000000013,81.75,4,5,11,3,31,5
518.7460000000002,3.8761000000000028,62.21,3,6,15,3,38,6
351.4940000000001,3.075500000000001,49.57000000000001,1,3,7,2,26,4
380.4880000000002,3.5915000000000026,60.85,1,3,8,2,28,5
789.9779999999998,2.8570000000000055,186.20000000000002,6,8,19,4,58,13
540.7080000000002,3.980400000000002,81.75,2,4,12,3,40,7
422.5730000000003,3.435900000000002,64.68,2,3,9,2,31,6
447.5010000000003,3.795300000000003,52.650000000000006,1,3,8,2,32,8
407.5580000000003,3.6430000000000025,52.650000000000006,1,3,9,2,30,5
393.53100000000023,3.252900000000002,52.650000000000006,1,3,8,2,29,5
279.37999999999994,1.5737,57.61,1,4,6,0,20,4
279.37999999999994,1.5737,57.61,1,4,6,0,20,4
257.3329999999999,2.6778200000000005,40.54,1,3,2,1,19,3
257.33299999999997,2.42302,29.540000000000003,0,3,0,1,19,3
257.33299999999997,2.42302,29.540000000000003,0,3,0,1,19,3
275.34799999999996,1.7285199999999996,60.769999999999996,2,4,2,1,20,4
374.52500000000003,3.824420000000004,69.64,2,4,11,1,27,5
284.3999999999999,2.0121,69.64,2,3,10,0,20,5
369.5530000000002,4.342500000000004,28.07,0,4,7,1,27,4
367.53700000000015,3.8083000000000027,28.07,0,4,6,1,27,4
382.9610000000001,3.609700000000002,55.39,2,5,4,2,25,7
531.9140000000002,6.632920000000006,77.76,1,4,8,4,37,10
259.34899999999993,2.2887000000000004,29.540000000000003,0,3,0,0,19,3
290.407,2.583500000000001,41.9,0,4,3,0,21,4
276.37999999999994,1.4498999999999997,55.56,1,4,0,0,20,4
259.34899999999993,2.1313000000000004,37.38,0,3,2,0,19,3
277.364,1.4834999999999998,49.769999999999996,1,4,0,0,20,4
287.42799999999994,3.755200000000003,21.259999999999998,1,3,5,2,20,3
287.42799999999994,3.755200000000003,21.259999999999998,1,3,5,2,20,3
409.5550000000002,4.349920000000004,47.36,0,4,6,3,29,6
457.5740000000003,4.327100000000004,49.160000000000004,0,5,7,3,34,6
536.5030000000002,6.040900000000008,36.02,0,4,7,3,37,7
511.6660000000003,4.637100000000004,45.25,0,5,10,3,38,6
511.6660000000003,4.671600000000004,45.25,0,5,9,3,38,6
516.0850000000003,5.316400000000005,36.02,0,4,8,3,37,6
508.0870000000003,5.449000000000005,36.02,0,5,7,3,35,7
508.0870000000003,5.449000000000005,36.02,0,5,7,3,35,7
481.42000000000036,4.716900000000004,51.24,0,5,8,2,32,8
961.0929999999997,-0.3058999999999937,317.78,10,16,25,3,67,23
1088.8049999999998,-0.49849999999998956,327.2,10,13,25,3,69,23
931.0129999999999,-1.2484999999999857,327.2,10,13,23,3,67,21
975.1199999999998,0.0842000000000061,317.78,10,16,26,3,68,23
1102.8319999999999,-0.10839999999999073,327.2,10,13,26,3,70,23
945.04,-0.8583999999999858,327.2,10,13,24,3,68,21
553.6080000000004,3.2887000000000017,116.15000000000002,2,10,7,2,40,10
493.5560000000002,2.9204000000000017,97.69000000000003,2,8,5,2,36,8
521.5660000000001,3.1011000000000015,103.76000000000002,1,8,6,2,38,9
359.4220000000002,2.1363000000000003,68.23,1,6,3,1,26,6
363.4100000000001,0.6560999999999995,91.62000000000002,3,7,2,1,26,7
373.4050000000002,1.6628999999999998,85.3,1,6,3,1,27,7
377.4370000000001,1.3101999999999998,80.62000000000002,2,7,3,1,27,7
345.3950000000001,1.8104999999999998,71.39000000000001,2,6,2,1,25,6
333.38399999999996,0.5825999999999998,91.18,4,6,2,1,24,6
304.43,4.692300000000006,60.69,3,3,8,1,22,3
458.58100000000024,5.351300000000005,42.32,1,4,8,4,34,6
645.3190000000002,6.936200000000007,42.68,0,4,11,3,31,6
381.69000000000005,5.801400000000003,27.05,0,2,6,3,24,6
495.5790000000002,4.9356000000000035,91.76,2,6,12,4,37,7
437.5310000000002,4.308100000000003,29.950000000000003,1,5,6,2,30,8
333.4530000000002,3.9299000000000026,55.4,1,4,5,1,23,5
344.845,5.376700000000004,17.82,0,1,4,4,25,3
268.356,4.828600000000005,40.46,2,2,4,2,20,2
318.8730000000001,4.894400000000004,6.48,0,3,4,2,21,4
853.918,3.7357000000000036,221.28999999999996,4,14,10,3,62,15
429.1340000000001,6.117800000000003,39.41,0,3,6,3,26,8
567.7960000000003,4.747620000000004,101.9,4,6,9,2,40,8
650.7760000000003,3.2752000000000026,130.58,4,10,5,2,48,10
416.1350000000001,6.454800000000002,27.05,0,2,6,3,25,7
586.1970000000001,8.948000000000002,70.42,2,4,12,4,41,6
531.4399999999999,4.205800000000003,69.06,0,6,7,3,36,10
477.0480000000002,5.088000000000005,43.78,1,3,7,3,34,5
371.524,5.9961000000000055,12.47,0,2,8,3,28,2
670.855,3.092400000000003,166.75,5,7,12,3,49,11
473.5940000000001,6.075200000000007,70.0,2,6,7,4,34,6
429.5680000000002,3.4757000000000025,52.57000000000001,0,5,7,3,32,6
429.5680000000002,3.4757000000000025,52.57000000000001,0,5,7,3,32,6
435.5970000000002,3.537200000000003,52.57000000000001,0,6,7,3,31,7
513.6420000000004,4.403100000000004,78.01,1,6,8,3,38,8
507.6600000000003,4.320500000000004,78.01,1,7,8,3,36,9
518.6620000000004,4.285620000000003,93.8,2,6,9,3,38,9
518.6620000000004,4.285620000000003,93.80000000000001,2,6,9,3,38,9
529.6850000000002,5.039200000000005,78.01,1,6,10,3,39,8
535.7140000000004,5.100700000000006,78.01,1,7,10,3,38,9
535.7140000000003,5.100700000000005,78.01,1,7,10,3,38,9
535.7140000000002,5.100700000000005,78.01,1,7,10,3,38,9
515.6580000000004,4.649100000000004,78.01,1,6,9,3,38,8
521.6870000000004,4.710600000000004,78.01,1,7,9,3,37,9
525.6970000000005,4.819300000000005,68.78,1,5,9,3,39,7
492.66400000000044,3.8705000000000034,65.12,1,5,11,2,36,7
492.66400000000044,3.8705000000000034,65.12,1,5,11,2,36,7
525.6970000000005,4.819300000000005,68.78,1,5,10,3,39,7
526.6560000000002,4.927300000000005,55.89000000000001,1,4,8,3,39,7
544.6710000000003,4.145700000000003,76.11999999999999,2,5,10,3,40,8
542.6990000000003,5.563400000000006,55.89000000000001,1,4,10,3,40,7
474.59500000000014,6.544700000000007,23.550000000000004,0,2,7,3,35,5
457.59300000000013,5.8006000000000055,36.440000000000005,0,3,7,3,34,5
457.59300000000013,5.8006000000000055,36.440000000000005,0,3,7,3,34,5
457.59300000000013,5.8006000000000055,36.440000000000005,0,3,7,3,34,5
507.6530000000002,6.953800000000007,36.440000000000005,0,3,7,4,38,5
499.63000000000017,5.973900000000006,52.650000000000006,1,3,7,3,37,6
513.6570000000003,6.364000000000007,52.650000000000006,1,3,8,3,38,6
513.6570000000003,6.364000000000006,52.650000000000006,1,3,8,3,38,6
529.6560000000003,6.583900000000007,61.88000000000001,1,4,8,3,39,7
529.6560000000003,6.583900000000007,61.88000000000001,1,4,8,3,39,7
529.6560000000003,6.583900000000007,61.88000000000001,1,4,8,3,39,7
496.6800000000002,6.2712000000000065,49.330000000000005,0,5,7,4,36,6
494.6640000000003,6.025200000000007,49.330000000000005,0,5,5,4,36,6
482.65300000000013,5.881100000000006,49.330000000000005,0,5,6,4,35,6
480.6370000000003,5.635100000000007,49.330000000000005,0,5,5,4,35,6
468.62600000000015,5.491000000000006,49.330000000000005,0,5,5,4,34,6
510.66300000000035,5.261600000000006,58.56,0,6,5,4,37,7
523.7060000000001,5.176800000000005,52.57,0,6,5,4,38,7
524.6900000000003,5.386100000000007,69.56,1,6,5,4,38,7
498.65200000000016,4.853500000000005,69.56,1,6,7,4,36,7
349.478,3.7489000000000026,45.230000000000004,1,3,5,2,26,4
446.6200000000001,5.118000000000005,49.330000000000005,0,5,7,3,32,6
418.5660000000001,4.337800000000004,49.330000000000005,0,5,5,3,30,6
348.3950000000001,2.9810000000000016,89.9,1,6,1,1,25,6
645.8040000000003,1.1121000000000028,199.95,7,9,7,2,44,14
802.886,-2.003099999999989,295.60999999999996,10,11,19,3,58,18
576.6970000000003,4.3134400000000035,115.96999999999998,3,5,8,4,43,8
540.6640000000002,2.5334400000000006,115.96999999999998,3,5,6,3,40,8
487.61900000000026,5.477900000000006,47.02,1,4,7,3,36,6
767.954,2.5108000000000077,145.23000000000002,2,14,30,1,54,14
583.7760000000004,5.755900000000005,125.46000000000001,3,6,8,3,40,10
766.893,1.0864000000000078,257.56,8,9,20,2,55,16
619.7160000000005,0.3589000000000065,228.45999999999998,7,8,16,1,44,14
371.4850000000001,2.6103400000000008,87.31,2,7,4,2,27,7
453.5620000000003,4.340540000000003,76.31,1,7,5,3,33,8
407.5180000000002,3.6390400000000023,76.31,1,7,4,3,30,7
453.56200000000035,4.340540000000003,76.31,1,7,5,3,33,8
412.32800000000026,2.4926000000000004,74.69,2,6,4,1,25,7
577.6850000000002,2.6548000000000016,123.4,4,4,6,4,43,9
416.5180000000002,2.5006000000000004,80.26,2,7,5,1,30,7
455.51500000000027,-0.9042999999999966,176.64000000000001,6,6,11,2,33,10
464.5410000000004,3.448400000000002,81.69,2,5,7,3,34,8
414.50500000000034,3.5726000000000013,68.72,3,4,2,3,31,5
