MW,LogP,TPSA,HBD,HBA,RotBonds,AroRings,HeavyAtoms,Heteroatoms
294.398,2.883800000000001,32.34,1,3,4,2,22,3
391.55900000000025,4.061600000000004,26.79,0,3,8,2,29,4
423.60100000000017,4.338900000000003,44.81,1,4,7,2,31,5
385.9390000000002,3.816600000000003,35.580000000000005,1,3,6,2,27,5
827.0379999999997,3.6936000000000027,157.73999999999998,4,12,11,2,58,14
855.0919999999995,4.473800000000003,157.74,4,12,11,2,60,14
310.4410000000001,2.9086000000000007,35.5,2,3,4,2,23,3
402.5420000000002,3.711400000000002,48.470000000000006,1,4,6,3,30,5
407.6020000000003,4.675700000000004,26.79,0,3,9,2,30,4
435.6120000000002,4.5442000000000045,47.019999999999996,1,4,8,2,32,5
350.50600000000026,4.7439000000000044,23.550000000000004,0,2,6,2,26,3
310.3970000000001,2.4678000000000004,41.57,1,4,4,2,23,4
381.52000000000015,3.171800000000001,44.81,1,4,7,2,28,5
353.51000000000016,3.409200000000002,35.580000000000005,1,3,9,2,26,4
369.48400000000015,3.3023000000000016,35.580000000000005,1,3,6,2,27,5
295.386,1.7800999999999996,58.36000000000001,2,3,4,2,22,4
